Case study,Reference family,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
fauna,modeler,t5,moonshotai/kimi-k2.5,No,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_fauna_none_table_rep1/02_summaries/t5.txt,0.017827,0.148498,0.357877,0.049743,0.154110,14.367826
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,No,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/bart.txt,0.032764,0.160647,0.390496,0.105590,0.177686,14.958512
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,No,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/bert.txt,0.035349,0.286481,0.423826,0.125000,0.160367,-4.042394
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,No,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/longformer_ext.txt,0.048492,0.187144,0.399240,0.104762,0.174905,6.973336
milk_consumption,modeler,none,moonshotai/kimi-k2.5,No,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/none.txt,0.018968,0.268342,0.246147,0.109050,0.128211,21.954657
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,No,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/02_milk_consumption_none_table_rep1/02_summaries/t5.txt,0.008450,0.140078,0.329386,0.084142,0.150700,8.282263
fauna,modeler,bart,moonshotai/kimi-k2.5,No,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bart.txt,0.021936,0.147920,0.357271,0.075540,0.152603,13.593698
fauna,modeler,bert,moonshotai/kimi-k2.5,No,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/bert.txt,0.027767,0.293890,0.450570,0.089439,0.159696,6.698876
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,No,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.018873,0.152866,0.322339,0.060060,0.152924,19.463437
fauna,modeler,none,moonshotai/kimi-k2.5,No,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/none.txt,0.014450,0.252475,0.213888,0.067492,0.098331,27.901869
fauna,modeler,t5,moonshotai/kimi-k2.5,No,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_fauna_none_plot_plus_table_rep1/02_summaries/t5.txt,0.011389,0.135043,0.344828,0.049091,0.156080,35.429825
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,No,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/bart.txt,0.052447,0.200668,0.467112,0.129895,0.202097,25.706744
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,No,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/bert.txt,0.029284,0.275690,0.414659,0.129648,0.148594,6.205249
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,No,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.049287,0.207167,0.403780,0.110155,0.173540,24.076772
milk_consumption,modeler,none,moonshotai/kimi-k2.5,No,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/none.txt,0.021370,0.252132,0.213596,0.107805,0.117806,28.035335
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,No,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/03_milk_consumption_none_plot_plus_table_rep1/02_summaries/t5.txt,0.030681,0.161919,0.398305,0.121019,0.169492,31.131225
fauna,modeler,bart,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/bart.txt,0.024321,0.156888,0.381720,0.082585,0.175627,11.482778
fauna,modeler,bert,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/bert.txt,0.011974,0.279845,0.435688,0.087035,0.158514,0.832293
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/longformer_ext.txt,0.013485,0.175967,0.415397,0.072289,0.178027,14.476476
fauna,modeler,none,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/none.txt,0.012820,0.254276,0.208955,0.071938,0.094980,10.689378
fauna,modeler,t5,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_fauna_role_plot_rep1/02_summaries/t5.txt,0.004156,0.113699,0.314033,0.037365,0.129539,17.809810
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/bart.txt,0.024824,0.169669,0.392405,0.103594,0.181435,26.285129
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/bert.txt,0.019948,0.263845,0.437828,0.116891,0.155283,1.838760
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/longformer_ext.txt,0.021698,0.171066,0.386322,0.087037,0.162662,28.465835
milk_consumption,modeler,none,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/none.txt,0.020419,0.261273,0.258095,0.122582,0.122059,26.447216
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,Yes,No,No,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/04_milk_consumption_role_plot_rep1/02_summaries/t5.txt,0.008832,0.135642,0.327030,0.075808,0.146830,32.625019
fauna,modeler,bart,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/bart.txt,0.012143,0.161073,0.378776,0.052330,0.153469,7.237159
fauna,modeler,bert,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/bert.txt,0.010122,0.271378,0.379832,0.065601,0.147059,-0.293034
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/longformer_ext.txt,0.014163,0.193957,0.409964,0.064148,0.162278,25.440394
fauna,modeler,none,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/none.txt,0.005863,0.232196,0.187628,0.050701,0.088462,13.249635
fauna,modeler,t5,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_fauna_role_table_rep1/02_summaries/t5.txt,0.008190,0.130273,0.339363,0.037964,0.137812,13.847575
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/bart.txt,0.019576,0.169403,0.413617,0.112532,0.163404,17.887532
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/bert.txt,0.008361,0.255397,0.362468,0.090051,0.126821,0.868906
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/longformer_ext.txt,0.026063,0.182110,0.410887,0.100264,0.163301,14.982906
milk_consumption,modeler,none,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/none.txt,0.007843,0.204931,0.169366,0.072520,0.084837,17.348154
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,Yes,No,No,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/05_milk_consumption_role_table_rep1/02_summaries/t5.txt,0.014235,0.158607,0.368075,0.054563,0.137089,14.743660
fauna,modeler,bart,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bart.txt,0.026697,0.199129,0.451822,0.092457,0.181377,33.191625
fauna,modeler,bert,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/bert.txt,0.009866,0.280086,0.394355,0.074782,0.148609,10.574225
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.018502,0.151016,0.362480,0.071656,0.166932,23.037206
fauna,modeler,none,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/none.txt,0.007881,0.237510,0.187358,0.059742,0.087919,19.480334
fauna,modeler,t5,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_fauna_role_plot_plus_table_rep1/02_summaries/t5.txt,0.010391,0.147759,0.356890,0.056637,0.146643,30.405826
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/bart.txt,0.032568,0.176423,0.410399,0.115349,0.172702,32.478311
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/bert.txt,0.013289,0.257536,0.400392,0.112690,0.140969,8.411433
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.024136,0.200087,0.436515,0.098088,0.177593,32.667325
milk_consumption,modeler,none,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/none.txt,0.017201,0.228940,0.197732,0.094647,0.097803,27.862186
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,Yes,No,No,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/06_milk_consumption_role_plot_plus_table_rep1/02_summaries/t5.txt,0.016622,0.178409,0.385932,0.080000,0.152091,38.312988
fauna,modeler,bart,moonshotai/kimi-k2.5,No,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_fauna_insights_plot_rep1/02_summaries/bart.txt,0.009666,0.152778,0.372011,0.060337,0.152347,16.661918
fauna,modeler,bert,moonshotai/kimi-k2.5,No,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_fauna_insights_plot_rep1/02_summaries/bert.txt,0.017026,0.278708,0.423768,0.075611,0.149240,-3.509089
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,No,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_fauna_insights_plot_rep1/02_summaries/longformer_ext.txt,0.013890,0.122968,0.307054,0.039900,0.121162,-3.529899
fauna,modeler,none,moonshotai/kimi-k2.5,No,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_fauna_insights_plot_rep1/02_summaries/none.txt,0.013679,0.237019,0.198893,0.064148,0.088867,13.612662
fauna,modeler,t5,moonshotai/kimi-k2.5,No,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_fauna_insights_plot_rep1/02_summaries/t5.txt,0.010954,0.136401,0.350046,0.043836,0.153145,10.835000
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,No,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/bart.txt,0.057783,0.213445,0.461818,0.136612,0.196364,31.506667
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,No,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/bert.txt,0.024421,0.256818,0.394018,0.112545,0.150593,-7.457076
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,No,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/longformer_ext.txt,0.012479,0.097178,0.263687,0.067189,0.113966,5.246923
milk_consumption,modeler,none,moonshotai/kimi-k2.5,No,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/none.txt,0.018819,0.251090,0.215291,0.108067,0.114873,10.946368
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,No,No,Yes,plot,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/07_milk_consumption_insights_plot_rep1/02_summaries/t5.txt,0.009816,0.133012,0.346357,0.078307,0.145723,1.361950
fauna,modeler,bart,moonshotai/kimi-k2.5,No,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/08_fauna_insights_table_rep1/02_summaries/bart.txt,0.021006,0.171951,0.384848,0.056146,0.159091,3.125510
fauna,modeler,bert,moonshotai/kimi-k2.5,No,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/08_fauna_insights_table_rep1/02_summaries/bert.txt,0.011833,0.269370,0.334149,0.055964,0.125830,-3.317693
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,No,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/08_fauna_insights_table_rep1/02_summaries/longformer_ext.txt,0.007242,0.104537,0.250000,0.032590,0.118151,20.114555
fauna,modeler,none,moonshotai/kimi-k2.5,No,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/08_fauna_insights_table_rep1/02_summaries/none.txt,0.007402,0.211260,0.155035,0.042174,0.073851,7.468787
fauna,modeler,t5,moonshotai/kimi-k2.5,No,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/08_fauna_insights_table_rep1/02_summaries/t5.txt,0.020900,0.151171,0.330924,0.054706,0.142972,5.931190
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,No,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/08_milk_consumption_insights_table_rep1/02_summaries/bart.txt,0.047180,0.183065,0.426770,0.124393,0.188167,18.301161
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,No,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/08_milk_consumption_insights_table_rep1/02_summaries/bert.txt,0.021163,0.245851,0.350485,0.086492,0.124272,-10.469918
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,No,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/08_milk_consumption_insights_table_rep1/02_summaries/longformer_ext.txt,0.018699,0.173087,0.368127,0.070231,0.129084,13.878093
milk_consumption,modeler,none,moonshotai/kimi-k2.5,No,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/08_milk_consumption_insights_table_rep1/02_summaries/none.txt,0.014256,0.232883,0.204751,0.088646,0.105958,11.322600
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,No,No,Yes,table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/08_milk_consumption_insights_table_rep1/02_summaries/t5.txt,0.014221,0.156074,0.368526,0.081836,0.153386,20.024612
fauna,modeler,bart,moonshotai/kimi-k2.5,No,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/bart.txt,0.025629,0.155118,0.370850,0.074615,0.153846,17.607869
fauna,modeler,bert,moonshotai/kimi-k2.5,No,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/bert.txt,0.015479,0.266505,0.354394,0.070494,0.138707,-3.123630
fauna,modeler,longformer_ext,moonshotai/kimi-k2.5,No,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.012057,0.150144,0.312814,0.042767,0.125628,-34.661915
fauna,modeler,none,moonshotai/kimi-k2.5,No,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/none.txt,0.009604,0.223900,0.168351,0.052674,0.078723,13.016071
fauna,modeler,t5,moonshotai/kimi-k2.5,No,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/09_fauna_insights_plot_plus_table_rep1/02_summaries/t5.txt,0.013829,0.154753,0.370915,0.068740,0.163399,14.818764
milk_consumption,modeler,bart,moonshotai/kimi-k2.5,No,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/bart.txt,0.045300,0.165348,0.391094,0.112512,0.187803,21.634146
milk_consumption,modeler,bert,moonshotai/kimi-k2.5,No,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/bert.txt,0.029127,0.281433,0.399225,0.119302,0.156008,-2.093561
milk_consumption,modeler,longformer_ext,moonshotai/kimi-k2.5,No,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/longformer_ext.txt,0.056889,0.221027,0.415152,0.109256,0.166667,18.882641
milk_consumption,modeler,none,moonshotai/kimi-k2.5,No,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/none.txt,0.018083,0.241697,0.191914,0.096325,0.105351,19.981545
milk_consumption,modeler,t5,moonshotai/kimi-k2.5,No,No,Yes,plot+table,1,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/09_milk_consumption_insights_plot_plus_table_rep1/02_summaries/t5.txt,0.030649,0.155507,0.378758,0.096386,0.178357,20.435503
