generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1773407577-Bp6kcstHeBF7L0dLrorh,2026-03-13 13:12:57.904,0.009165,,,0,0,1457,2957,2876,0,moonshotai/kimi-k2.5-0127,Novita,standard,false,true,,stop,stop,80184,3529,,kimi
gen-1773407575-7j2W8H3NYPUSIpVhge1z,2026-03-13 13:12:55.857,0.006902,,,0,0,1598,2572,2678,0,moonshotai/kimi-k2.5-0127,Inceptron,standard,false,true,,stop,stop,36108,433,,kimi
gen-1773407569-YBvLrz7Fv6AnBlz5abMr,2026-03-13 13:12:49.134,0.007109,,,0,0,1815,2614,2492,0,moonshotai/kimi-k2.5-0127,Inceptron,standard,false,true,,stop,stop,36522,457,,kimi
gen-1773407566-Lwv7RbM0p6qkuLNb0LLi,2026-03-13 13:12:46.540,0.010001,,,0,0,2224,3458,2810,0,moonshotai/kimi-k2.5-0127,AtlasCloud,standard,false,true,,stop,stop,392408,812,,kimi
gen-1773407566-gKkT7CzCm3TDun2MhhTR,2026-03-13 13:12:46.537,0.012276,,,0,0,1861,3979,4152,0,moonshotai/kimi-k2.5-0127,Novita,standard,false,true,,stop,stop,26661,1269,,kimi
gen-1773407566-y3ddXbbEjODDnKsfRiFW,2026-03-13 13:12:46.535,0.011268,,,0,0,1860,3422,3432,1280,moonshotai/kimi-k2.5-0127,Phala,standard,false,true,,stop,stop,100842,3131,,kimi
gen-1773407566-cn31h9jVGLf4FIaGSp4i,2026-03-13 13:12:46.534,0.009969,,,0,0,2075,3152,2759,1280,moonshotai/kimi-k2.5-0127,Parasail,standard,false,true,,stop,stop,43116,508,,kimi
gen-1773407566-VA1TOBvXHXMjxVQOwEod,2026-03-13 13:12:46.453,0.010061,,,0,0,2163,2955,2389,0,moonshotai/kimi-k2.5-0127,Phala,standard,false,true,,stop,stop,79988,2893,,kimi
gen-1773407566-8ejJ3NXCJy26w4yYfhXQ,2026-03-13 13:12:46.436,0.015473,,-0.000537,0,0,1875,3573,3592,1344,moonshotai/kimi-k2.5-0127,NextBit,standard,false,true,,stop,stop,35192,700,,kimi
gen-1773407548-gQVKsdZP8e4W1wBWjkwy,2026-03-13 13:12:28.822,0.007545,,,0,0,1796,2586,2168,0,moonshotai/kimi-k2.5-0127,AtlasCloud,standard,false,true,,stop,stop,61522,2937,,kimi
gen-1773407539-j4WZJ5bg1jUaftKQUWZK,2026-03-13 13:12:19.280,0.006253,,,0,0,2806,1890,1595,0,moonshotai/kimi-k2.5-0127,AtlasCloud,standard,false,true,,stop,stop,154238,1402,,kimi
gen-1773407539-kn2tXYcvTj9jvjC9IO9b,2026-03-13 13:12:19.274,0.010657,,,0,0,2731,3231,3284,0,moonshotai/kimi-k2.5-0127,Novita,standard,false,true,,stop,stop,77584,2903,,kimi
gen-1773407539-wOsACBjyBKETGWS0iMS8,2026-03-13 13:12:19.262,0.012058,,,0,0,2761,3857,3928,1280,moonshotai/kimi-k2.5-0127,Together,standard,false,true,,stop,stop,41394,910,,kimi
gen-1773407539-9NGJuLxqQEzbVb3jPWPV,2026-03-13 13:12:19.221,0.008164,,,0,0,2740,2201,1863,0,moonshotai/kimi-k2.5-0127,BaseTen,standard,false,true,,stop,stop,48154,1553,,kimi
gen-1773407539-x23AZSFblMf1VLr58nHp,2026-03-13 13:12:19.218,0.005655,,,0,0,2733,1458,1297,0,moonshotai/kimi-k2.5-0127,Novita,standard,false,true,,stop,stop,38304,2526,,kimi
gen-1773407539-igRL32BKRCpB9RjDCpb5,2026-03-13 13:12:19.095,0.008332,,,0,0,2731,2407,2337,0,moonshotai/kimi-k2.5-0127,Novita,standard,false,true,,stop,stop,60518,3201,,kimi
gen-1773407535-LAmn6fxKBA9XfOvUmmez,2026-03-13 13:12:15.125,0.010931,,,0,0,1503,3380,3327,0,moonshotai/kimi-k2.5-0127,Phala,standard,false,true,,stop,stop,65376,1961,,kimi
gen-1773407535-HfXEoLUYv9SOYOS2coPA,2026-03-13 13:12:15.124,0,,,0,0,1771,643,643,0,moonshotai/kimi-k2.5-0127,Together,standard,false,true,,error,error,11390,736,,kimi
gen-1773407535-gaKMYVUSZfTkqBnMjA1y,2026-03-13 13:12:15.122,0.007872,,,0,0,1489,2521,2551,0,moonshotai/kimi-k2.5-0127,Parasail,standard,false,true,,stop,stop,33643,632,,kimi
gen-1773407535-sPKzoKW8SjRfbmr3ByEV,2026-03-13 13:12:15.112,0.009504,,,0,0,1809,3041,2842,960,moonshotai/kimi-k2.5-0127,Parasail,standard,false,true,,stop,stop,39932,617,,kimi
gen-1773407535-u9uwKylcLbdHJGx7Kuok,2026-03-13 13:12:15.111,0.009194,,,0,0,1587,3267,2853,0,moonshotai/kimi-k2.5-0127,AtlasCloud,standard,false,true,,stop,stop,78507,2004,,kimi
gen-1773407535-2KwFVDNtxvpKzFwHbyuQ,2026-03-13 13:12:15.027,0.008668,,,0,0,1802,3021,2316,0,moonshotai/kimi-k2.5-0127,AtlasCloud,standard,false,true,,stop,stop,70523,1385,,kimi
gen-1773407502-4SrIdxqTh6xs0Znk0VlH,2026-03-13 13:11:42.210,0.009077,,,0,0,3128,3169,3252,0,moonshotai/kimi-k2.5-0127,Inceptron,standard,false,true,,stop,stop,59485,696,,kimi
gen-1773407502-5YgaLEe6IPs9iHUFus39,2026-03-13 13:11:42.192,0.005631,,,0,0,3345,1227,695,0,moonshotai/kimi-k2.5-0127,BaseTen,standard,false,true,,stop,stop,10447,1588,,kimi
gen-1773407501-kxXNPYxebDitq99vpv4d,2026-03-13 13:11:41.886,0.009142,,-0.000512,0,0,3034,2804,2344,1024,moonshotai/kimi-k2.5-0127,Novita,standard,false,true,,stop,stop,64311,2953,,kimi
gen-1773407494-t9T6tw9EGbVcrqyEVLFJ,2026-03-13 13:11:34.298,0.017659,,-0.000435,0,0,1633,4160,3894,1088,moonshotai/kimi-k2.5-0127,NextBit,standard,false,true,,stop,stop,44516,755,,kimi
gen-1773407462-1BjoN8i4tMoT3YJePafm,2026-03-13 13:11:02.155,0.009172,,,0,0,2488,2776,2501,1344,moonshotai/kimi-k2.5-0127,Parasail,standard,false,true,,stop,stop,41612,820,,kimi
gen-1773407462-EtPcgpbPwQQITDYttP1z,2026-03-13 13:11:02.103,0.011976,,,0,0,2495,4521,4272,0,moonshotai/kimi-k2.5-0127,Inceptron,standard,false,true,,stop,stop,72159,1652,,kimi
gen-1773407448-Xlgx2YuVkWJlGhbaDIST,2026-03-13 13:10:48.521,0.00789,,-0.000512,0,0,3356,2296,1974,1024,moonshotai/kimi-k2.5-0127,Novita,standard,false,true,,stop,stop,53034,3432,,kimi
gen-1773407448-7wh44CicaRmg6lzEuVlZ,2026-03-13 13:10:48.303,0.0074,,-0.000512,0,0,3247,2144,2082,1024,moonshotai/kimi-k2.5-0127,Novita,standard,false,true,,stop,stop,47912,2552,,kimi
gen-1773407436-BBiSzB05UWI1cJ7IKH2u,2026-03-13 13:10:35.984,0.007016,,,0,0,1945,2184,2838,0,moonshotai/kimi-k2.5-0127,Together,standard,false,true,,stop,stop,25483,909,,kimi
gen-1773407435-okRAFUKd2pTmEKifVJFr,2026-03-13 13:10:35.896,0.007135,,,0,0,1828,2037,2040,0,moonshotai/kimi-k2.5-0127,BaseTen,standard,false,true,,stop,stop,18539,580,,kimi
gen-1773407426-1lUF5xY1glGDgbqpBdtn,2026-03-13 13:10:26.217,0.012591,,,0,0,2719,4733,5114,0,moonshotai/kimi-k2.5-0127,Inceptron,standard,false,true,,stop,stop,62030,990,,kimi
gen-1773407426-zLR0UwV2u0KFBxflJZ2C,2026-03-13 13:10:26.206,0.009783,,-0.000512,0,0,2716,3095,2426,1024,moonshotai/kimi-k2.5-0127,Novita,standard,false,true,,stop,stop,67919,2535,,kimi
gen-1773407426-HsOcpF2yynD0VcWNr822,2026-03-13 13:10:26.014,0.009262,,,0,0,2746,2851,3271,0,moonshotai/kimi-k2.5-0127,Together,standard,false,true,,stop,stop,33004,1089,,kimi
gen-1773407382-ZFcWzVzYurfqA3rHY3GX,2026-03-13 13:09:42.361,0.012789,,,0,0,2776,4118,3897,704,moonshotai/kimi-k2.5-0127,Together,standard,false,true,,stop,stop,53045,1428,,kimi
gen-1773407380-yXQRepwuxMxzRlqXUepy,2026-03-13 13:09:40.261,0.007997,,,0,0,2994,2742,2653,0,moonshotai/kimi-k2.5-0127,Inceptron,standard,false,true,,stop,stop,29023,1438,,kimi
gen-1773407380-TRoTJlFLXmtweseGXQpo,2026-03-13 13:09:40.178,0.010856,,,0,0,3221,3898,3676,0,moonshotai/kimi-k2.5-0127,Inceptron,standard,false,true,,stop,stop,40171,1803,,kimi
gen-1773407380-zuGXJ0tdlByKo6KcFUB3,2026-03-13 13:09:40.071,0.010315,,-0.000778,0,0,3235,3992,4226,2048,moonshotai/kimi-k2.5-0127,Inceptron,standard,false,true,,stop,stop,67601,1297,,kimi
gen-1773407366-2LEy13we8htTUqz3A7og,2026-03-13 13:09:26.688,0.01174,,,0,0,2387,3809,4683,0,moonshotai/kimi-k2.5-0127,Together,standard,false,true,,stop,stop,58729,1261,,kimi
gen-1773407366-uMe85CIGyEmml3apWptN,2026-03-13 13:09:26.455,0.008395,,,0,0,2364,2522,2413,0,moonshotai/kimi-k2.5-0127,Parasail,standard,false,true,,stop,stop,34378,781,,kimi
gen-1773407337-3SmUgtdRkzILJVfDVVOe,2026-03-13 13:08:57.362,0.00602,,,0,0,2688,1692,1713,0,moonshotai/kimi-k2.5-0127,Together,standard,false,true,,stop,stop,28626,1333,,kimi
gen-1773407304-cI8P1NsWxw6vCJY3Uw1L,2026-03-13 13:08:24.293,0.012055,,,0,0,1276,4121,3877,0,moonshotai/kimi-k2.5-0127,Together,standard,false,true,,stop,stop,70092,1076,,kimi
gen-1773407304-AM1gtqyHyoWmMjXsBfsK,2026-03-13 13:08:24.293,0.010502,,,0,0,1476,3241,2802,0,moonshotai/kimi-k2.5-0127,Phala,standard,false,true,,stop,stop,75082,6538,,kimi
gen-1773407219-NlkxDI9z5HV0kOdRHd9E,2026-03-13 13:06:59.361,0.008423,,-0.000512,0,0,3101,2536,1767,1024,moonshotai/kimi-k2.5-0127,Novita,standard,false,true,,stop,stop,63980,4677,,kimi
gen-1773407219-jpfDGlLNhCy0ZvzxfSuG,2026-03-13 13:06:59.358,0.01384,,,0,0,3107,4327,4249,0,moonshotai/kimi-k2.5-0127,Parasail,standard,false,true,,stop,stop,117720,888,,kimi
gen-1773407219-9d2k4BqWQZ38rKoDuH7Y,2026-03-13 13:06:59.350,0.012998,,-0.000512,0,0,3228,4132,3804,1024,moonshotai/kimi-k2.5-0127,Novita,standard,false,true,,stop,stop,103725,3046,,kimi
gen-1773407219-al4uFb9xD0zzXtXupaJu,2026-03-13 13:06:59.256,0.003902,,,0,0,3308,880,381,0,moonshotai/kimi-k2.5-0127,AtlasCloud,standard,false,true,,stop,stop,80246,2157,,kimi
gen-1773407219-BScyFSamHQnmgmlIrR5v,2026-03-13 13:06:59.181,0.005105,,,0,0,3185,1371,1160,0,moonshotai/kimi-k2.5-0127,AtlasCloud,standard,false,true,,stop,stop,103568,4209,,kimi
gen-1773407220-tjCRiYPFUIb4X50ZTivv,2026-03-13 13:06:59.150,0.01318,,,0,0,3041,4212,4269,0,moonshotai/kimi-k2.5-0127,Together,standard,false,true,,stop,stop,50411,1688,,kimi
gen-1773407193-BdBSWEw88DUNKxb5ITHL,2026-03-13 13:06:32.951,0.004856,,,0,0,1686,1451,1044,1024,moonshotai/kimi-k2.5-0127,Together,standard,false,true,,stop,stop,20896,510,,kimi
gen-1773407193-W0VytR3qX2Kd87tCevFB,2026-03-13 13:06:32.950,0.004036,,,0,0,1841,1214,866,0,moonshotai/kimi-k2.5-0127,AtlasCloud,standard,false,true,,stop,stop,110379,1337,,kimi
gen-1773407193-K9SLY0SliOX6emTxhC8B,2026-03-13 13:06:32.948,0.009474,,,0,0,1600,3075,3014,1024,moonshotai/kimi-k2.5-0127,Parasail,standard,false,true,,stop,stop,76903,559,,kimi
gen-1773407193-VbWJj49KyHBTtWFhycP2,2026-03-13 13:06:32.944,0.007984,,,0,0,1692,3008,3106,0,moonshotai/kimi-k2.5-0127,Inceptron,standard,false,true,,stop,stop,38053,1151,,kimi
gen-1773407193-OqgPWRZaHPSMdt1r0Nuw,2026-03-13 13:06:32.838,0.009821,,,0,0,1909,2925,2558,0,moonshotai/kimi-k2.5-0127,BaseTen,standard,false,true,,stop,stop,54424,529,,kimi
gen-1773407174-S5xgKo9hwKKEQPY9CO9u,2026-03-13 13:06:13.931,0.005187,,,0,0,2473,1668,1314,0,moonshotai/kimi-k2.5-0127,Inceptron,standard,false,true,,stop,stop,44719,1908,,kimi
gen-1773407174-sEt7zg239NHAPSejKs1I,2026-03-13 13:06:13.770,0.008656,,,0,0,2497,2677,2829,0,moonshotai/kimi-k2.5-0127,Together,standard,false,true,,stop,stop,26221,966,,kimi
gen-1773407149-ntkfzdWRkX3sc03OVzoW,2026-03-13 13:05:49.234,0.123695,,,0,0,2753,32768,8193,0,moonshotai/kimi-k2.5-0127,Venice,standard,false,true,,length,length,230246,2428,,kimi
gen-1773407149-FmkCxEtzb62eDzwjksB8,2026-03-13 13:05:49.062,0.008351,,-0.00051,0,0,2990,3105,3130,1344,moonshotai/kimi-k2.5-0127,Inceptron,standard,false,true,,stop,stop,64725,1434,,kimi
gen-1773407133-7OK2gFMPrSxsRdf5OVMY,2026-03-13 13:05:33.401,0.005979,,,0,0,3036,1615,1052,960,moonshotai/kimi-k2.5-0127,Together,standard,false,true,,stop,stop,14964,1228,,kimi
gen-1773407117-tFjJVLAys1Rl4ktRZTNf,2026-03-13 13:05:16.855,0.006432,,,0,0,1609,1958,1827,0,moonshotai/kimi-k2.5-0127,Novita,standard,false,true,,stop,stop,56184,2732,,kimi
gen-1773407114-KmwaGX3n1QTyvFAMoTn3,2026-03-13 13:05:14.526,0.011454,,-0.000512,0,0,3017,3627,3266,1024,moonshotai/kimi-k2.5-0127,Novita,standard,false,true,,stop,stop,77775,3046,,kimi
gen-1773407078-F399ZRuEMwU2RMMiq9HI,2026-03-13 13:04:37.771,0.016288,,,0,0,1598,4068,4281,0,moonshotai/kimi-k2.5-0127,Venice,standard,false,true,,stop,stop,36221,900,,kimi
gen-1773407004-4UIbZlKr1SFwZa3KD9Gp,2026-03-13 13:03:23.951,0.011067,,,0,0,2214,3518,3727,1280,moonshotai/kimi-k2.5-0127,Parasail,standard,false,true,,stop,stop,72020,540,,kimi
gen-1773407004-OP6XY1oKGpvfKsu6Evig,2026-03-13 13:03:23.950,0.008235,,,0,0,2169,2339,1855,0,moonshotai/kimi-k2.5-0127,BaseTen,standard,false,true,,stop,stop,57279,2238,,kimi
gen-1773406974-cokHdE5dsY91SQ19rlL9,2026-03-13 13:02:54.001,0.006084,,,0,0,2797,1826,1508,0,moonshotai/kimi-k2.5-0127,AtlasCloud,standard,false,true,,stop,stop,141398,1438,,kimi
gen-1773406974-AljpFPrjlup7mNviv1Kz,2026-03-13 13:02:53.927,0.011268,,,0,0,1719,3758,4357,1024,moonshotai/kimi-k2.5-0127,Together,standard,false,true,,stop,stop,39222,865,,kimi
gen-1773406974-7UKv5viqDpv4cLQ6BPSb,2026-03-13 13:02:53.921,0.00795,,,0,0,1972,2516,2895,0,moonshotai/kimi-k2.5-0127,Together,standard,false,true,,stop,stop,28264,723,,kimi
gen-1773406973-0AO4Htp2F5LncHxipqqm,2026-03-13 13:02:53.921,0.005421,,,0,0,1852,1750,1277,0,moonshotai/kimi-k2.5-0127,AtlasCloud,standard,false,true,,stop,stop,159111,756,,kimi
gen-1773406974-u7Q8zb47JOHkC1RPtD9K,2026-03-13 13:02:53.913,0.00852,,,0,0,1969,3176,2794,0,moonshotai/kimi-k2.5-0127,Inceptron,standard,false,true,,stop,stop,42732,998,,kimi
gen-1773406939-Qpqu74vS2PQmAuuksLpz,2026-03-13 13:02:19.071,0.003501,,,0,0,2316,767,767,0,moonshotai/kimi-k2.5-0127,Parasail,standard,true,true,,,,9660,543,,kimi
gen-1773406923-L7Ay2VxpEYT9shYbal68,2026-03-13 13:02:02.844,0.009565,,,0,0,1843,2852,3076,0,moonshotai/kimi-k2.5-0127,BaseTen,standard,false,true,,stop,stop,15587,524,,kimi
gen-1773406922-24tS8byhgm1WtOXR45Ks,2026-03-13 13:02:02.839,0.003987,,,0,0,2163,910,949,0,moonshotai/kimi-k2.5-0127,Phala,standard,true,true,,,,26040,4021,,kimi
gen-1773406922-eB5CMztl9oguH4ne59Zj,2026-03-13 13:02:02.826,0.004589,,,0,0,2253,1176,1176,0,moonshotai/kimi-k2.5-0127,Novita,standard,true,true,,,,26040,4036,,kimi
gen-1773406922-33JMILPYsdDd4hqvRSqj,2026-03-13 13:02:02.720,0.007014,,,0,0,2069,2521,2037,0,moonshotai/kimi-k2.5-0127,Inceptron,standard,false,true,,stop,stop,29839,455,,kimi
gen-1773406922-2JU8s7QNpivyKbhmMYeX,2026-03-13 13:02:02.700,0.003808,,,0,0,1857,911,924,0,moonshotai/kimi-k2.5-0127,Phala,standard,true,true,,,,26040,3443,,kimi
gen-1773406914-Kgyckh1QojNZNcyKNnWw,2026-03-13 13:01:54.873,0.010241,,-0.00064,0,0,2742,2381,2273,1024,moonshotai/kimi-k2.5-0127,Venice,standard,false,true,,stop,stop,20651,3036,,kimi
gen-1773406882-mUCck8llFaRmn1BZI6jX,2026-03-13 13:01:22.571,0.004051,,,0,0,2819,1032,595,0,moonshotai/kimi-k2.5-0127,AtlasCloud,standard,false,true,,stop,stop,31391,3847,,kimi
gen-1773406882-71uX1BME0P6ao7A80o2M,2026-03-13 13:01:22.075,0.006206,,,0,0,2743,1541,1027,0,moonshotai/kimi-k2.5-0127,Phala,standard,false,true,,stop,stop,39487,3112,,kimi
