Summarizer,Evidence,Role,Insights,Example,BLEU,METEOR,R-1,R-2,R-L,Reading ease
t5,plot+table,on,off,off,0.005746,0.129931,0.310615,0.071669,0.163128,48.841077
longformer_ext,plot+table,on,off,off,0.050763,0.175376,0.390152,0.108159,0.170455,40.072968
none,plot,off,on,off,0.037922,0.30253,0.329122,0.159924,0.178143,42.146967
bart,plot,off,on,off,0.025102,0.132141,0.313023,0.124551,0.181601,49.786417
bert,plot,off,on,off,0.016215,0.151256,0.363021,0.101695,0.178129,43.694208
t5,plot,off,on,off,0.007839,0.128489,0.292624,0.077576,0.135429,32.75
longformer_ext,plot,off,on,off,0.016502,0.116253,0.336095,0.128114,0.146746,41.838726
none,table,off,on,off,0.020932,0.264326,0.280556,0.111729,0.146667,39.461714
bart,table,off,on,off,0.032165,0.150573,0.335556,0.10245,0.175556,34.942432
bert,table,off,on,off,0.01022,0.145478,0.359957,0.08111,0.155485,42.757018
t5,table,off,on,off,0.006173,0.095479,0.246973,0.058252,0.108959,39.180227
longformer_ext,table,off,on,off,0.005583,0.104626,0.260181,0.045351,0.117647,29.852058
none,plot+table,off,on,off,0.031842,0.281933,0.304647,0.144661,0.161216,42.27723
bart,plot+table,off,on,off,0.032084,0.143483,0.350679,0.113379,0.199095,42.850351
bert,plot+table,off,on,off,0.011405,0.125777,0.30143,0.079383,0.151815,42.203383
t5,plot+table,off,on,off,0.007238,0.114569,0.278114,0.065455,0.135429,49.765
longformer_ext,plot+table,off,on,off,0.039139,0.137496,0.37402,0.127946,0.170213,55.519522
none,plot,off,off,on,0.040442,0.294869,0.345825,0.171711,0.186719,39.685559
bart,plot,off,off,on,0.030442,0.145251,0.358382,0.122827,0.178035,46.39
bert,plot,off,off,on,0.016861,0.127839,0.356413,0.091013,0.165721,36.864699
t5,plot,off,off,on,0.003267,0.08632,0.252276,0.075619,0.135241,57.236667
longformer_ext,plot,off,off,on,0.025568,0.162708,0.342541,0.094096,0.163904,37.248733
none,table,off,off,on,0.024921,0.268809,0.323822,0.133462,0.165438,38.754519
bart,table,off,off,on,0.022823,0.136571,0.307692,0.104389,0.175148,43.720974
bert,table,off,off,on,0.010474,0.13217,0.335964,0.090395,0.162345,40.407176
t5,table,off,off,on,0.004364,0.11312,0.276543,0.079208,0.153086,46.907033
longformer_ext,table,off,off,on,0.030828,0.151745,0.376052,0.088097,0.155285,45.096623
none,plot+table,off,off,on,0.031448,0.277877,0.314337,0.141657,0.166767,43.010542
bart,plot+table,off,off,on,0.036347,0.149436,0.369128,0.109865,0.194631,47.98265
bert,plot+table,off,off,on,0.008441,0.136785,0.343612,0.0883,0.15859,39.645
t5,plot+table,off,off,on,0.006904,0.12275,0.292216,0.067227,0.150898,49.633333
longformer_ext,plot+table,off,off,on,0.028228,0.16579,0.364991,0.093284,0.163873,36.514263
none,plot,on,off,on,0.031024,0.263825,0.305193,0.133527,0.158399,46.290195
bart,plot,on,off,on,0.008028,0.138285,0.356195,0.079823,0.172566,45.970076
bert,plot,on,off,on,0.018815,0.151526,0.397884,0.106045,0.190476,46.663
t5,plot,on,off,on,0.010031,0.138694,0.344037,0.082759,0.169725,39.996382
longformer_ext,plot,on,off,on,0.056073,0.205213,0.452936,0.126984,0.188257,41.382275
none,table,on,off,on,0.017987,0.238633,0.264787,0.100227,0.137428,43.681038
bart,table,on,off,on,0.012817,0.144135,0.341667,0.083507,0.160417,41.58314
bert,table,on,off,on,0.015363,0.158898,0.406639,0.116424,0.178423,40.600736
t5,table,on,off,on,0.010958,0.125981,0.306818,0.091116,0.156818,33.7305
longformer_ext,table,on,off,on,0.031647,0.078596,0.234097,0.066327,0.122137,30.612
none,plot+table,on,off,on,0.025913,0.25378,0.258435,0.116351,0.136875,42.490482
bart,plot+table,on,off,on,0.014667,0.155728,0.370847,0.083781,0.165059,35.464579
bert,plot+table,on,off,on,0.025594,0.174369,0.416244,0.122075,0.180711,34.393769
t5,plot+table,on,off,on,0.020888,0.146172,0.355653,0.085809,0.182217,40.657059
longformer_ext,plot+table,on,off,on,0.052706,0.19759,0.448189,0.126582,0.192081,48.083791
none,plot,on,on,off,0.026194,0.247768,0.251297,0.118868,0.134371,42.219362
bart,plot,on,on,off,0.042268,0.147755,0.324211,0.097046,0.155789,37.652605
bert,plot,on,on,off,0.034082,0.173498,0.425781,0.129159,0.199219,42.06089
t5,plot,on,on,off,0.021337,0.148676,0.345133,0.099778,0.174779,41.186429
longformer_ext,plot,on,on,off,0.057378,0.18166,0.433843,0.113616,0.187219,39.488608
none,table,on,on,off,0.01749,0.229481,0.232352,0.083241,0.120381,41.800958
bart,table,on,on,off,0.009677,0.122757,0.291533,0.06015,0.139335,31.33975
bert,table,on,on,off,0.017754,0.12755,0.318,0.072144,0.152,31.212049
t5,table,on,on,off,0.006574,0.118085,0.27525,0.057842,0.139845,43.703369
longformer_ext,table,on,on,off,0.050427,0.168506,0.368818,0.089001,0.169321,38.708371
none,plot+table,on,on,off,0.024665,0.242449,0.243667,0.105991,0.129894,41.595578
bart,plot+table,on,on,off,0.00879,0.128464,0.313853,0.062907,0.151515,31.37112
bert,plot+table,on,on,off,0.03462,0.131394,0.345455,0.111336,0.169697,33.874746
t5,plot+table,on,on,off,0.019449,0.140238,0.330726,0.073908,0.156425,46.526835
longformer_ext,plot+table,on,on,off,0.050391,0.16794,0.384191,0.106814,0.169118,42.348774
none,plot,off,on,on,0.025006,0.276849,0.270769,0.12314,0.14359,36.975439
bart,plot,off,on,on,0.035259,0.174696,0.40305,0.10917,0.204793,43.582328
bert,plot,off,on,on,0.016023,0.168627,0.395397,0.102725,0.171548,37.510053
t5,plot,off,on,on,0.004512,0.095842,0.252163,0.064436,0.126082,42.139
longformer_ext,plot,off,on,on,0.034626,0.133417,0.324138,0.092166,0.177011,38.392743
none,table,off,on,on,0.018158,0.262616,0.272898,0.10696,0.143433,36.373756
bart,table,off,on,on,0.028191,0.146612,0.3379,0.09611,0.189498,46.745019
bert,table,off,on,on,0.008982,0.12542,0.322296,0.084071,0.16777,36.540086
t5,table,off,on,on,0.006842,0.108076,0.279236,0.074163,0.133652,39.440366
longformer_ext,table,off,on,on,0.012511,0.096267,0.281395,0.081585,0.165116,54.428961
none,plot+table,off,on,on,0.030633,0.263645,0.276024,0.127382,0.147665,35.443449
bart,plot+table,off,on,on,0.039595,0.158056,0.351747,0.122034,0.200676,42.815667
bert,plot+table,off,on,on,0.019588,0.170346,0.382503,0.103976,0.166836,34.740406
t5,plot+table,off,on,on,0.006287,0.093959,0.257669,0.063961,0.132515,30.124719
longformer_ext,plot+table,off,on,on,0.028597,0.129758,0.379775,0.135135,0.168539,42.389275
none,plot,on,on,on,0.025667,0.259681,0.268057,0.113995,0.139878,39.905104
bart,plot,on,on,on,0.008112,0.127863,0.314709,0.075429,0.155074,46.013438
bert,plot,on,on,on,0.017303,0.166906,0.38794,0.094663,0.178894,37.40644
t5,plot,on,on,on,0.015027,0.139684,0.336612,0.094195,0.16612,37.722273
longformer_ext,plot,on,on,on,0.038829,0.127898,0.320961,0.083151,0.159389,36.57438
none,table,on,on,on,0.015982,0.23191,0.238934,0.088568,0.123306,38.350051
bart,table,on,on,on,0.012643,0.148617,0.359081,0.075314,0.173278,37.598198
bert,table,on,on,on,0.018272,0.151935,0.386,0.092184,0.164,38.669153
t5,table,on,on,on,0.010062,0.136446,0.345898,0.082222,0.170732,41.346855
longformer_ext,table,on,on,on,0.054929,0.177357,0.393103,0.103627,0.187931,34.7626
none,plot+table,on,on,on,0.023594,0.239638,0.240053,0.108517,0.128918,39.318128
bart,plot+table,on,on,on,0.041095,0.173919,0.376782,0.087755,0.156823,36.172097
bert,plot+table,on,on,on,0.019188,0.14834,0.36747,0.092555,0.162651,33.923075
t5,plot+table,on,on,on,0.013511,0.143604,0.361233,0.099338,0.185022,38.357225
longformer_ext,plot+table,on,on,on,0.017009,0.162348,0.406605,0.093071,0.154799,33.793274
none,plot,off,off,off,0.049893,0.324898,0.397633,0.18634,0.210651,52.628866
bart,plot,off,off,off,0.021265,0.141857,0.319123,0.105006,0.194884,47.427929
bert,plot,off,off,off,0.015507,0.147354,0.357388,0.096441,0.178694,48.342572
t5,plot,off,off,off,0.001593,0.090761,0.230272,0.046693,0.119017,42.225
longformer_ext,plot,off,off,off,0.016779,0.180047,0.435115,0.110899,0.173664,45.834978
none,table,off,off,off,0.022199,0.259806,0.295024,0.116183,0.155213,42.305779
bart,table,off,off,off,0.034371,0.172432,0.361656,0.106987,0.169935,38.981022
bert,table,off,off,off,0.011806,0.130256,0.303493,0.067834,0.152838,39.224918
t5,table,off,off,off,0.006661,0.108458,0.282582,0.065934,0.133983,45.215882
longformer_ext,table,off,off,off,0.011859,0.104482,0.22291,0.043433,0.125903,44.405236
none,plot+table,off,off,off,0.037576,0.30179,0.333973,0.15493,0.177223,48.920814
bart,plot+table,off,off,off,0.031116,0.130539,0.323024,0.107922,0.183276,43.246689
bert,plot+table,off,off,off,0.014392,0.145425,0.339662,0.093023,0.14557,40.573716
t5,plot+table,off,off,off,0.010124,0.095733,0.273608,0.065534,0.133172,55.269707
longformer_ext,plot+table,off,off,off,0.061653,0.182886,0.430332,0.131054,0.191469,47.575492
none,plot,on,off,off,0.033472,0.278092,0.305507,0.145592,0.164638,47.373022
bart,plot,on,off,off,0.023438,0.136847,0.358108,0.103837,0.189189,38.823333
bert,plot,on,off,off,0.022325,0.161846,0.391304,0.108932,0.171739,37.693864
t5,plot,on,off,off,0.010518,0.13336,0.331415,0.087659,0.158803,37.331364
longformer_ext,plot,on,off,off,0.05259,0.19456,0.41966,0.125,0.194707,46.846436
none,table,on,off,off,0.018232,0.238105,0.244712,0.086462,0.12463,47.20541
bart,table,on,off,off,0.016105,0.170704,0.386037,0.08642,0.174538,44.334013
bert,table,on,off,off,0.017428,0.148204,0.3279,0.082613,0.153404,33.166148
t5,table,on,off,off,0.008084,0.130788,0.311457,0.06243,0.157953,49.024237
longformer_ext,table,on,off,off,0.012999,0.121395,0.310638,0.057569,0.129787,42.501875
none,plot+table,on,off,off,0.028028,0.241568,0.245767,0.113553,0.130435,48.219857
bart,plot+table,on,off,off,0.028906,0.149908,0.364793,0.108395,0.193001,40.673803
bert,plot+table,on,off,off,0.022303,0.177363,0.404135,0.111111,0.18609,39.70625
t5,plot+table,on,off,off,0.010297,0.125889,0.316742,0.070295,0.144796,43.932425
longformer_ext,plot+table,on,off,off,0.020305,0.108104,0.298368,0.098131,0.142191,39.724058
none,plot,off,on,off,0.039378,0.306966,0.352189,0.172507,0.184512,42.202342
bart,plot,off,on,off,0.021359,0.133863,0.305455,0.128797,0.189091,46.419789
bert,plot,off,on,off,0.009501,0.157048,0.348889,0.080178,0.171111,37.978569
t5,plot,off,on,off,0.003668,0.103407,0.267677,0.078481,0.141414,52.265
longformer_ext,plot,off,on,off,0.011534,0.135071,0.323388,0.081003,0.14052,38.435625
none,table,off,on,off,0.018847,0.266132,0.277867,0.113127,0.141867,41.216712
bart,table,off,on,off,0.043535,0.15926,0.376068,0.119914,0.198718,38.638301
bert,table,off,on,off,0.007568,0.14064,0.345263,0.07384,0.162105,38.129007
t5,table,off,on,off,0.008337,0.123478,0.315036,0.08134,0.140811,47.346774
longformer_ext,table,off,on,off,0.022148,0.121766,0.328934,0.101729,0.127919,38.669286
none,plot+table,off,on,off,0.030158,0.285485,0.303497,0.136418,0.163011,41.70822
bart,plot+table,off,on,off,0.032303,0.149115,0.349945,0.106548,0.172757,40.831783
bert,plot+table,off,on,off,0.012415,0.137013,0.343169,0.081051,0.155191,32.534231
t5,plot+table,off,on,off,0.005918,0.123783,0.326627,0.061684,0.137278,52.577768
longformer_ext,plot+table,off,on,off,0.020512,0.157525,0.355805,0.073171,0.144195,43.929054
none,plot,off,off,on,0.041961,0.310124,0.361522,0.165726,0.192389,41.216828
bart,plot,off,off,on,0.020776,0.142136,0.32,0.108491,0.16,41.023
bert,plot,off,off,on,0.006292,0.123601,0.32634,0.074766,0.16317,35.896829
t5,plot,off,off,on,0.00233,0.098697,0.252903,0.072445,0.131613,53.954742
longformer_ext,plot,off,off,on,0.051916,0.188437,0.452652,0.140417,0.212121,42.952155
none,table,off,off,on,0.021577,0.274601,0.311084,0.121324,0.157991,38.450923
bart,table,off,off,on,0.029249,0.145426,0.335946,0.092031,0.183651,42.854723
bert,table,off,off,on,0.008121,0.139895,0.312436,0.067971,0.152107,34.339332
t5,table,off,off,on,0.004114,0.096888,0.275184,0.071429,0.140049,40.591439
longformer_ext,table,off,off,on,0.053406,0.174727,0.441484,0.146806,0.196004,36.310465
none,plot+table,off,off,on,0.033123,0.278804,0.314647,0.145959,0.168174,39.864071
bart,plot+table,off,off,on,0.047207,0.171053,0.38913,0.137255,0.206522,43.257424
bert,plot+table,off,off,on,0.011896,0.148867,0.36182,0.084538,0.173141,33.285156
t5,plot+table,off,off,on,0.008146,0.121087,0.299879,0.089697,0.142684,42.344863
longformer_ext,plot+table,off,off,on,0.051055,0.179878,0.444444,0.151724,0.196657,35.22119
none,plot,on,off,on,0.03037,0.266741,0.302875,0.130447,0.157131,45.217124
bart,plot,on,off,on,0.029478,0.16834,0.381898,0.115044,0.19426,46.097286
bert,plot,on,off,on,0.016714,0.171655,0.405858,0.113208,0.1841,40.890577
t5,plot,on,off,on,0.005903,0.114769,0.291169,0.07177,0.157518,36.757359
longformer_ext,plot,on,off,on,0.039787,0.138841,0.28839,0.082552,0.159176,10.98541
none,table,on,off,on,0.018049,0.240139,0.262817,0.099602,0.1334,42.098455
bart,table,on,off,on,0.013489,0.132328,0.32684,0.078091,0.158009,44.11202
bert,table,on,off,on,0.015746,0.141967,0.362362,0.092277,0.164164,34.745586
t5,table,on,off,on,0.011932,0.139746,0.334071,0.088692,0.168142,44.89
longformer_ext,table,on,off,on,0.045796,0.17104,0.42654,0.108262,0.187678,47.726367
none,plot+table,on,off,on,0.026761,0.251081,0.259664,0.114327,0.136154,40.360837
bart,plot+table,on,off,on,0.036862,0.165251,0.371808,0.104401,0.179775,41.570014
bert,plot+table,on,off,on,0.014249,0.160311,0.386139,0.089286,0.172277,35.703123
t5,plot+table,on,off,on,0.029139,0.160027,0.37581,0.106061,0.187905,42.279772
longformer_ext,plot+table,on,off,on,0.048081,0.168249,0.394313,0.11396,0.176303,35.060511
none,plot,on,on,off,0.028604,0.25602,0.25775,0.122589,0.139126,41.794896
bart,plot,on,on,off,0.023864,0.151968,0.341568,0.094726,0.171858,36.09
bert,plot,on,on,off,0.035055,0.182082,0.424726,0.123876,0.18345,39.059084
t5,plot,on,on,off,0.018271,0.147278,0.355161,0.095662,0.175361,41.327078
longformer_ext,plot,on,on,off,0.022213,0.176111,0.417541,0.093601,0.171592,31.648445
none,table,on,on,off,0.016191,0.231,0.244936,0.084789,0.123399,42.750529
bart,table,on,on,off,0.010872,0.145095,0.347072,0.078261,0.16269,43.193817
bert,table,on,on,off,0.016693,0.147335,0.365634,0.092092,0.155844,32.769544
t5,table,on,on,off,0.011652,0.141663,0.351648,0.088106,0.164835,40.087979
longformer_ext,table,on,on,off,0.012533,0.163847,0.360281,0.06162,0.144112,35.852388
none,plot+table,on,on,off,0.024318,0.23625,0.24117,0.103084,0.125084,39.861931
bart,plot+table,on,on,off,0.025211,0.139857,0.320594,0.07234,0.157113,25.730475
bert,plot+table,on,on,off,0.030639,0.167921,0.390342,0.108871,0.173038,37.477746
t5,plot+table,on,on,off,0.00892,0.127531,0.312711,0.083427,0.15973,37.888188
longformer_ext,plot+table,on,on,off,0.037765,0.132044,0.370291,0.105717,0.182992,62.065
none,plot,off,on,on,0.032668,0.286086,0.32419,0.142857,0.166459,36.952667
bart,plot,off,on,on,0.01818,0.11933,0.300606,0.116646,0.157576,45.494214
bert,plot,off,on,on,0.015191,0.147792,0.369955,0.103371,0.181614,41.715919
t5,plot,off,on,on,0.009909,0.12708,0.310954,0.082645,0.134276,37.469571
longformer_ext,plot,off,on,on,0.052623,0.17152,0.399261,0.112963,0.173752,47.291565
none,table,off,on,on,0.018278,0.255107,0.273617,0.106963,0.140778,36.590835
bart,table,off,on,on,0.029443,0.133744,0.327394,0.087054,0.160356,35.4148
bert,table,off,on,on,0.014281,0.151983,0.342023,0.075235,0.160584,38.063616
t5,table,off,on,on,0.009382,0.129756,0.306966,0.073373,0.141677,43.481923
longformer_ext,table,off,on,on,0.020114,0.162418,0.327778,0.081633,0.142593,33.63929
none,plot+table,off,on,on,0.029249,0.28065,0.277368,0.130595,0.149474,35.352566
bart,plot+table,off,on,on,0.028067,0.136265,0.320988,0.085489,0.154882,25.277123
bert,plot+table,off,on,on,0.012583,0.155889,0.354701,0.066381,0.162393,36.840907
t5,plot+table,off,on,on,0.004597,0.108088,0.286774,0.066914,0.138443,47.036123
longformer_ext,plot+table,off,on,on,0.051554,0.158519,0.34093,0.102283,0.185962,33.7086
none,plot,on,on,on,0.023574,0.241521,0.249402,0.105364,0.134993,38.266334
bart,plot,on,on,on,0.011001,0.164893,0.369168,0.063008,0.166329,38.212953
bert,plot,on,on,on,0.018611,0.184038,0.44227,0.113725,0.18591,40.270414
t5,plot,on,on,on,0.019209,0.142027,0.358804,0.102109,0.168328,40.283111
longformer_ext,plot,on,on,on,0.047488,0.178988,0.375235,0.093985,0.170732,27.422339
none,table,on,on,on,0.01623,0.234793,0.239437,0.090909,0.123126,37.874859
bart,table,on,on,on,0.015775,0.164924,0.373695,0.09205,0.173278,41.965553
bert,table,on,on,on,0.018676,0.163875,0.388998,0.094488,0.163065,31.6334
t5,table,on,on,on,0.017019,0.147444,0.355698,0.083244,0.168264,34.867245
longformer_ext,table,on,on,on,0.039797,0.148022,0.307692,0.081951,0.153846,44.851948
none,plot+table,on,on,on,0.023808,0.251751,0.237771,0.108844,0.124589,40.186099
bart,plot+table,on,on,on,0.056765,0.185615,0.395469,0.121775,0.179197,39.940757
bert,plot+table,on,on,on,0.030153,0.165172,0.383104,0.110236,0.174853,39.963339
t5,plot+table,on,on,on,0.024893,0.169749,0.38013,0.112554,0.185745,41.298333
longformer_ext,plot+table,on,on,on,0.023138,0.125293,0.329519,0.105505,0.167048,40.605355
none,plot,off,off,off,0.049308,0.322765,0.407348,0.189448,0.214856,51.112692
bart,plot,off,off,off,0.029695,0.158558,0.360849,0.113475,0.193396,47.709077
bert,plot,off,off,off,0.014257,0.127968,0.347526,0.096886,0.174914,39.28375
t5,plot,off,off,off,0.003782,0.116498,0.3,0.075188,0.145,49.132941
longformer_ext,plot,off,off,off,0.00586,0.127338,0.324382,0.062433,0.143931,49.356667
none,table,off,off,off,0.021519,0.266594,0.296515,0.109929,0.155936,42.834165
bart,table,off,off,off,0.032836,0.157639,0.368071,0.106667,0.192905,39.355741
bert,table,off,off,off,0.006213,0.125391,0.337719,0.068132,0.157895,34.935597
t5,table,off,off,off,0.023399,0.134512,0.339181,0.096131,0.159064,50.470495
longformer_ext,table,off,off,off,0.029595,0.149631,0.339703,0.119149,0.161359,31.73424
none,plot+table,off,off,off,0.038855,0.321851,0.340879,0.157229,0.181092,50.301828
bart,plot+table,off,off,off,0.023547,0.121179,0.286396,0.110048,0.164678,40.455701
bert,plot+table,off,off,off,0.005412,0.118079,0.292849,0.075085,0.143019,42.741982
t5,plot+table,off,off,off,0.010454,0.110347,0.273504,0.073439,0.131868,50.574637
longformer_ext,plot+table,off,off,off,0.037379,0.114523,0.272921,0.087607,0.149254,42.95
none,plot,on,off,off,0.030711,0.259643,0.293955,0.13374,0.158625,49.232798
bart,plot,on,off,off,0.010616,0.140325,0.359955,0.081172,0.175478,43.752858
bert,plot,on,off,off,0.025605,0.156319,0.414973,0.141479,0.20107,46.892356
t5,plot,on,off,off,0.004645,0.120065,0.302243,0.066272,0.151122,43.005577
longformer_ext,plot,on,off,off,0.014693,0.116364,0.28024,0.086435,0.143713,41.722365
none,table,on,off,off,0.017064,0.24323,0.243756,0.088385,0.122572,47.427141
bart,table,on,off,off,0.013262,0.14096,0.364407,0.087049,0.165254,35.876644
bert,table,on,off,off,0.015908,0.153086,0.366226,0.093782,0.164802,36.736866
t5,table,on,off,off,0.010323,0.120181,0.301003,0.075978,0.160535,37.436667
longformer_ext,table,on,off,off,0.002331,0.092856,0.261283,0.042857,0.118765,47.845033
none,plot+table,on,off,off,0.025581,0.249142,0.258687,0.10816,0.136583,45.326995
bart,plot+table,on,off,off,0.026248,0.151476,0.350877,0.088935,0.167183,34.783531
bert,plot+table,on,off,off,0.033697,0.16309,0.384995,0.118694,0.167818,31.755627
t5,plot+table,on,off,off,0.007925,0.119348,0.297297,0.049661,0.141892,49.832399
longformer_ext,plot+table,on,off,off,0.035685,0.130173,0.339093,0.090909,0.151188,42.432419
none,plot,off,on,off,0.033465,0.293028,0.338259,0.145909,0.181281,38.525625
bart,plot,off,on,off,0.016506,0.108405,0.273381,0.088942,0.16307,33.217568
bert,plot,off,on,off,0.005206,0.12137,0.301246,0.049943,0.15402,39.5425
t5,plot,off,on,off,0.00392,0.099683,0.26616,0.071156,0.134347,51.523622
longformer_ext,plot,off,on,off,0.009393,0.137086,0.358754,0.086114,0.146079,45.519155
none,table,off,on,off,0.023121,0.260688,0.283971,0.108768,0.144204,41.656503
bart,table,off,on,off,0.033462,0.137339,0.344371,0.126106,0.18543,35.279484
bert,table,off,on,off,0.009441,0.137578,0.321663,0.078947,0.153173,35.469419
t5,table,off,on,off,0.007695,0.123862,0.277066,0.060677,0.118743,32.650894
longformer_ext,table,off,on,off,0.020754,0.132887,0.277136,0.074074,0.140878,31.631158
none,plot+table,off,on,off,0.030288,0.277937,0.295321,0.13737,0.159709,42.529536
bart,plot+table,off,on,off,0.021982,0.121345,0.291375,0.086449,0.153846,33.642857
bert,plot+table,off,on,off,0.009508,0.136802,0.330159,0.09544,0.160847,34.537
t5,plot+table,off,on,off,0.007245,0.127339,0.314421,0.075829,0.146572,51.03375
longformer_ext,plot+table,off,on,off,0.011413,0.114997,0.259794,0.06405,0.117526,45.42896
none,plot,off,off,on,0.041981,0.294356,0.365897,0.172769,0.191119,42.625379
bart,plot,off,off,on,0.015352,0.122294,0.297924,0.105263,0.168498,51.017595
bert,plot,off,off,on,0.007834,0.11548,0.296912,0.088095,0.171021,43.369163
t5,plot,off,off,on,0.004791,0.111721,0.263819,0.083123,0.143216,47.517017
longformer_ext,plot,off,off,on,0.052112,0.187269,0.413066,0.145723,0.193888,35.740452
none,table,off,off,on,0.023107,0.2714,0.319828,0.128378,0.161449,41.689385
bart,table,off,off,on,0.030896,0.145526,0.352144,0.108597,0.189616,43.588395
bert,table,off,off,on,0.009266,0.148553,0.351893,0.107143,0.164811,44.449131
t5,table,off,off,on,0.006072,0.103823,0.260658,0.065934,0.124239,51.121429
longformer_ext,table,off,off,on,0.011096,0.082742,0.203996,0.05058,0.109359,57.616491
none,plot+table,off,off,on,0.031058,0.28134,0.315696,0.142772,0.165874,38.778549
bart,plot+table,off,off,on,0.031943,0.149485,0.346821,0.122827,0.187283,43.246869
bert,plot+table,off,off,on,0.010703,0.135841,0.344676,0.074807,0.151482,35.070758
t5,plot+table,off,off,on,0.00509,0.122032,0.289538,0.058537,0.131387,24.577818
longformer_ext,plot+table,off,off,on,0.041203,0.149772,0.366492,0.119622,0.17801,22.420227
none,plot,on,off,on,0.030674,0.27361,0.307919,0.129602,0.164851,46.501159
bart,plot,on,off,on,0.025745,0.167845,0.376471,0.094319,0.183957,46.716962
bert,plot,on,off,on,0.015573,0.155651,0.390295,0.103594,0.179325,38.769865
t5,plot,on,off,on,0.010414,0.132639,0.327982,0.08046,0.167431,39.816959
longformer_ext,plot,on,off,on,0.034066,0.151039,0.370213,0.091684,0.161702,39.381119
none,table,on,off,on,0.016237,0.22943,0.258191,0.091487,0.130562,42.550207
bart,table,on,off,on,0.018705,0.168709,0.372139,0.079761,0.169154,37.888492
bert,table,on,off,on,0.015557,0.143352,0.377098,0.104847,0.171767,39.460151
t5,table,on,off,on,0.013514,0.137063,0.324619,0.085153,0.163399,40.995529
longformer_ext,table,on,off,on,0.019716,0.155493,0.361423,0.06379,0.14794,33.650434
none,plot+table,on,off,on,0.027636,0.254292,0.253248,0.115812,0.138436,40.553793
bart,plot+table,on,off,on,0.036474,0.182691,0.403633,0.101112,0.189707,45.511086
bert,plot+table,on,off,on,0.028524,0.164885,0.414272,0.11718,0.184341,37.907982
t5,plot+table,on,off,on,0.010796,0.126183,0.338673,0.091743,0.167048,42.283993
longformer_ext,plot+table,on,off,on,0.01725,0.160131,0.356929,0.085914,0.157527,31.390049
none,plot,on,on,off,0.026373,0.243256,0.24274,0.113936,0.132486,40.184689
bart,plot,on,on,off,0.022585,0.159834,0.348279,0.079415,0.175182,32.430004
bert,plot,on,on,off,0.033443,0.178177,0.405567,0.131474,0.188867,41.293493
t5,plot,on,on,off,0.022951,0.154547,0.36971,0.113839,0.198218,48.509863
longformer_ext,plot,on,on,off,0.04874,0.160558,0.384216,0.118626,0.184839,44.168085
none,table,on,on,off,0.015687,0.231055,0.241325,0.085319,0.123838,43.272722
bart,table,on,on,off,0.015299,0.137657,0.322581,0.070907,0.162331,35.773273
bert,table,on,on,off,0.019778,0.158568,0.381514,0.100493,0.167158,43.12738
t5,table,on,on,off,0.012184,0.136077,0.295964,0.080899,0.168161,45.481806
